breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Jersey,7,576.4,late,3,15.24,mixed,7.89,19.49,3.87,0.88,6.09,8.54,38.87,64,36.4,68.95,6.37,1,0,autumn,0.15,minor,9.07,0.47
Jersey,14,679.9,early,3,17.08,mixed,6.34,12.22,3.16,5.49,6.87,11.4,38.71,55,26.92,47.37,8.05,1,0,winter,0.59,none,22.37,1.83
Buffalo,7,545.7,early,5,3.99,mixed,7.85,14.84,4.16,6.72,4.11,7.93,38.28,60,34.22,39.29,8.48,1,0,summer,0.21,minor,9.92,0.67
Holstein,5,692.4,mid,4,24.53,concentrate,6.24,17.57,2.94,4.47,4.54,9.37,37.87,67,33.27,87.57,5.8,1,0,autumn,0.04,minor,13.88,0.79
Brown Swiss,2,616.7,mid,4,17.33,mixed,9.75,26.55,3.03,2.02,4.0,11.51,38.35,69,36.58,64.34,10.0,1,0,spring,0.23,minor,17.4,0.66
Brown Swiss,14,640.1,mid,2,14.3,green,7.36,22.53,1.65,3.43,4.27,9.73,39.11,78,17.38,49.77,3.82,1,1,winter,0.56,none,20.77,0.92
Jersey,11,651.8,late,2,16.08,dry,6.58,17.47,1.99,4.12,2.7,8.48,38.48,80,30.07,59.93,7.8,1,0,autumn,0.37,minor,14.31,0.82
Brown Swiss,4,532.2,late,2,27.2,dry,3.25,15.84,1.88,3.48,7.6,11.75,37.54,80,34.04,65.26,3.76,1,0,spring,0.15,minor,8.77,0.55
Jersey,7,654.9,early,3,19.37,green,6.76,21.85,0.17,4.44,3.12,11.44,38.24,68,19.28,49.93,7.74,1,0,summer,0.57,none,20.46,0.94
Buffalo,6,451.2,late,2,7.01,mixed,9.58,17.58,0.0,0.94,2.51,9.83,38.51,65,12.84,31.46,7.52,1,0,autumn,0.39,minor,9.5,0.54
Jersey,6,599.3,late,3,17.09,dry,7.6,16.03,0.95,2.53,3.07,9.8,38.45,60,31.0,38.59,3.59,1,1,winter,0.31,minor,12.73,0.79
Jersey,11,550.9,mid,3,16.4,green,8.47,18.25,0.0,0.0,3.01,11.19,39.03,48,28.95,72.41,9.79,1,0,winter,0.49,minor,18.9,1.04
Jersey,4,641.0,mid,3,22.22,concentrate,8.24,18.35,3.48,1.4,6.09,9.81,37.79,63,32.93,39.62,4.03,1,0,spring,0.3,minor,18.18,0.99
Jersey,4,651.9,early,3,22.32,green,4.86,18.66,0.0,3.29,4.56,9.1,38.4,59,25.25,85.67,4.88,1,0,spring,0.34,minor,18.2,0.98
Brown Swiss,8,611.6,mid,4,15.98,mixed,7.86,22.65,3.8,3.74,4.61,10.0,37.75,58,24.68,54.67,7.18,1,1,summer,0.62,none,21.56,0.95
Buffalo,10,504.8,mid,1,6.23,concentrate,6.5,12.5,2.23,2.01,4.96,12.44,38.09,58,23.1,89.48,6.82,1,1,summer,0.35,minor,9.33,0.75
Brown Swiss,2,520.8,late,5,16.93,mixed,5.6,17.02,1.0,3.07,6.25,12.26,38.92,69,24.15,48.62,8.08,1,0,spring,0.58,none,18.19,1.07
Holstein,13,597.9,early,1,22.97,dry,5.07,17.57,0.0,0.0,6.21,10.29,38.07,74,21.16,48.41,5.43,1,0,spring,0.54,none,29.49,1.68
Brown Swiss,4,570.3,mid,3,18.39,green,7.95,17.68,2.49,2.42,2.04,10.7,38.76,70,25.38,79.41,5.27,1,0,winter,0.44,minor,18.96,1.07
Brown Swiss,11,574.3,mid,5,17.48,green,2.38,14.0,2.2,2.25,6.53,11.96,38.31,48,17.3,59.36,3.87,1,0,spring,0.45,minor,19.83,1.42
Jersey,5,609.1,late,3,20.69,mixed,7.42,16.09,3.7,1.23,4.69,12.47,38.21,51,22.54,87.83,2.46,1,0,spring,0.36,minor,13.32,0.83
Holstein,12,648.0,mid,3,23.92,dry,7.18,22.03,0.27,3.47,4.62,9.16,38.09,58,32.53,52.72,9.29,0,1,winter,0.24,minor,21.46,0.97
Jersey,10,642.8,mid,4,24.47,concentrate,4.13,29.36,0.91,0.0,3.26,10.29,38.53,56,22.09,61.06,9.65,1,0,summer,0.56,none,20.11,0.69
Brown Swiss,10,684.0,mid,6,18.29,concentrate,6.12,11.99,3.14,2.94,2.67,10.41,37.67,70,18.5,66.74,5.69,1,0,spring,0.47,minor,19.33,1.61
Holstein,2,621.9,early,6,23.71,concentrate,8.7,20.98,0.0,1.63,6.14,6.87,38.05,91,23.01,81.65,10.0,1,0,autumn,0.56,none,36.29,1.73
Brown Swiss,8,718.3,late,2,19.02,dry,7.65,20.99,1.87,3.97,2.29,8.4,38.93,74,27.14,65.52,7.8,1,0,autumn,0.55,none,17.66,0.84
Buffalo,4,394.5,early,2,8.19,mixed,5.75,9.99,2.79,2.34,6.32,9.56,37.83,79,32.42,40.89,7.79,1,0,autumn,0.27,minor,7.31,0.73
Holstein,2,659.7,mid,2,22.0,dry,5.3,22.85,1.76,0.0,4.52,13.49,39.74,58,19.52,50.84,10.0,1,1,summer,0.6,none,25.65,1.12
Brown Swiss,11,573.9,early,3,20.41,mixed,6.95,14.5,2.28,0.0,1.53,11.29,39.11,65,22.65,33.16,9.33,0,0,winter,0.42,minor,21.43,1.48
Jersey,4,544.3,mid,3,19.79,dry,6.41,6.98,1.2,1.0,4.79,7.15,38.76,62,22.15,62.99,6.85,1,0,spring,0.49,minor,17.64,2.53
Holstein,14,656.3,late,2,32.34,concentrate,6.61,19.68,0.1,1.57,4.84,11.07,38.89,68,29.82,40.01,7.98,1,0,summer,0.45,minor,19.69,1.0
Buffalo,14,439.2,mid,3,7.84,dry,7.41,13.36,1.45,4.73,5.97,6.93,38.53,55,25.84,10.0,7.39,1,0,autumn,0.57,none,13.95,1.04
Jersey,12,573.4,early,5,21.08,green,4.58,22.22,2.0,3.19,3.6,10.39,38.38,51,33.04,95.18,9.04,1,0,autumn,0.0,minor,11.43,0.51
Holstein,3,534.1,late,3,21.94,green,6.51,15.67,3.26,3.09,2.14,10.77,39.45,65,30.92,49.9,8.13,1,0,winter,0.32,minor,19.02,1.21
Jersey,5,526.8,mid,4,17.39,mixed,5.87,14.85,2.51,7.53,6.11,11.1,38.96,41,26.92,78.21,7.17,1,0,winter,0.48,minor,17.18,1.16
Buffalo,4,550.0,mid,4,6.94,dry,4.7,14.51,3.31,1.56,6.58,12.73,38.67,77,16.83,48.84,7.38,1,0,summer,0.54,none,9.49,0.65
Holstein,10,574.1,early,2,24.26,dry,4.66,20.5,3.91,1.97,5.39,11.15,38.75,65,20.93,73.25,6.25,1,0,autumn,0.51,none,30.5,1.49
Brown Swiss,10,563.1,mid,3,19.1,concentrate,6.59,17.3,0.9,5.38,5.97,11.57,38.09,57,24.32,76.0,8.0,1,1,summer,0.54,none,21.07,1.22
Brown Swiss,3,551.8,mid,5,19.54,dry,8.07,21.82,3.18,1.32,5.59,8.46,38.31,81,17.8,100.0,8.1,1,0,summer,0.34,minor,17.4,0.8
Holstein,3,603.7,early,1,24.34,green,4.13,12.74,0.08,6.34,5.61,11.19,38.51,70,32.06,68.16,10.0,1,1,summer,0.28,minor,22.35,1.75
Holstein,11,593.5,mid,3,26.54,green,9.85,20.16,0.8,4.29,6.49,10.74,37.9,87,28.84,35.05,7.42,1,0,autumn,0.6,none,23.97,1.19
Jersey,14,602.7,mid,2,16.57,dry,5.98,21.54,0.67,1.7,3.12,8.35,38.58,71,20.16,72.2,7.21,1,0,summer,0.51,none,14.84,0.69
Brown Swiss,14,569.5,mid,2,22.49,mixed,7.06,25.53,2.31,8.96,6.9,10.1,38.67,61,26.5,71.23,6.19,1,0,spring,0.63,none,24.5,0.96
Holstein,14,608.5,mid,3,25.05,dry,7.2,14.34,0.0,1.45,5.8,9.59,38.89,76,23.02,51.42,2.63,1,1,spring,0.53,none,24.51,1.71
Brown Swiss,4,561.1,mid,1,20.28,dry,2.55,18.92,1.27,2.44,7.03,9.22,38.8,54,25.22,28.18,6.89,1,0,autumn,0.51,none,18.1,0.96
Holstein,5,567.8,mid,1,18.53,concentrate,4.62,16.84,1.78,4.1,6.26,9.1,37.55,69,24.94,54.83,9.44,0,0,winter,0.46,minor,24.82,1.47
Holstein,14,556.0,mid,3,25.29,green,5.85,23.11,3.41,2.81,5.14,12.75,38.15,55,26.36,68.28,7.98,1,0,winter,0.6,none,25.47,1.1
Brown Swiss,8,629.1,late,5,18.84,dry,9.52,19.26,2.88,2.97,4.1,9.02,39.15,72,16.07,35.03,4.61,1,1,autumn,0.56,none,19.02,0.99
Buffalo,6,559.4,mid,2,6.37,green,8.66,22.36,3.63,2.71,2.86,7.89,37.91,64,33.32,87.67,6.02,1,0,winter,0.09,minor,8.93,0.4
Brown Swiss,5,582.2,early,7,19.56,mixed,7.63,20.95,0.24,5.56,4.47,11.22,38.34,74,10.83,74.77,5.34,1,0,autumn,0.23,minor,18.25,0.87
Brown Swiss,6,578.2,late,3,21.39,green,4.8,16.87,1.63,2.55,3.94,10.66,37.93,63,23.16,59.33,9.37,1,0,spring,0.53,none,16.34,0.97
Holstein,2,449.4,early,2,24.14,green,7.26,12.15,3.22,3.38,4.95,10.08,39.38,66,18.82,66.72,7.98,1,0,spring,0.57,none,29.23,2.41
Brown Swiss,4,587.5,late,2,24.65,green,6.49,16.35,2.7,3.19,4.42,10.19,38.37,80,20.24,65.15,8.02,1,0,summer,0.56,none,19.93,1.22
Jersey,14,545.3,late,4,19.91,dry,8.13,16.7,3.58,0.23,5.11,12.7,39.09,79,21.46,78.34,6.15,1,1,summer,0.52,none,19.28,1.15
Buffalo,13,494.6,late,3,8.41,concentrate,6.55,5.0,2.73,3.38,5.48,9.63,38.53,66,26.65,69.51,7.57,0,1,spring,0.42,minor,10.53,2.11
Holstein,10,646.6,early,3,20.4,dry,6.81,14.89,3.91,6.51,7.81,10.72,38.22,68,19.36,100.0,9.39,0,0,autumn,0.24,minor,20.61,1.38
Brown Swiss,4,604.2,early,2,20.04,concentrate,7.96,11.95,3.3,2.19,5.78,12.04,39.12,66,26.07,77.84,4.0,1,0,spring,0.49,minor,19.48,1.63
Brown Swiss,3,583.7,late,5,19.86,mixed,6.45,27.8,0.0,1.15,3.39,10.54,38.64,59,30.38,67.39,8.88,1,0,winter,0.44,minor,15.45,0.56
Brown Swiss,5,596.4,late,4,22.25,concentrate,6.47,25.42,5.54,0.0,3.94,8.95,39.85,64,31.45,65.99,4.6,1,0,autumn,0.33,minor,19.88,0.78
Jersey,13,652.7,early,4,15.36,green,7.99,21.4,3.03,4.74,4.66,12.01,38.15,71,13.17,45.07,10.0,1,0,winter,0.46,minor,19.06,0.89
Buffalo,14,496.6,mid,1,13.06,dry,6.62,17.53,0.02,0.0,6.12,10.14,37.71,44,30.36,49.57,7.8,1,2,winter,0.43,minor,10.16,0.58
Holstein,12,583.4,mid,3,23.43,concentrate,6.52,23.36,2.54,7.33,5.33,9.67,38.49,66,26.94,40.16,6.53,1,0,summer,0.59,none,28.15,1.21
Jersey,13,621.6,mid,3,10.45,dry,7.74,24.64,0.0,1.97,6.63,12.3,39.27,90,21.95,67.45,6.31,1,0,summer,0.67,none,17.69,0.72
Holstein,10,526.6,early,4,23.7,dry,4.74,20.03,2.41,1.77,2.13,15.02,39.69,79,20.78,49.98,7.8,1,0,autumn,0.51,none,30.09,1.5
Holstein,9,647.6,mid,3,23.45,green,6.81,25.0,1.64,2.07,6.87,11.96,38.37,67,22.15,36.76,10.0,0,0,winter,0.58,none,25.16,1.01
Holstein,11,539.7,early,1,26.7,mixed,6.71,15.48,1.93,3.82,5.13,11.96,37.95,80,22.46,45.08,7.73,1,0,summer,0.58,none,25.36,1.64
Holstein,13,568.4,early,1,22.64,dry,8.85,25.26,0.62,5.04,5.58,6.52,38.03,40,26.94,38.46,7.27,1,0,autumn,0.66,none,31.18,1.23
Jersey,14,664.6,early,6,18.87,concentrate,4.78,25.94,0.37,4.4,6.7,9.02,38.07,63,19.65,63.13,5.17,1,1,autumn,0.57,none,21.37,0.82
Buffalo,11,477.6,late,6,8.95,green,6.66,18.25,0.0,6.89,5.51,9.46,39.04,66,18.11,11.53,10.0,1,0,autumn,0.61,none,8.93,0.49
Jersey,14,575.5,late,3,21.31,green,5.28,17.11,2.15,3.89,7.96,9.35,38.3,63,19.35,25.56,7.27,0,0,summer,0.49,minor,13.59,0.79
Holstein,4,608.5,early,2,26.18,concentrate,7.53,20.3,0.0,5.11,4.55,10.16,37.74,85,10.15,89.76,7.85,0,1,winter,0.0,minor,13.03,0.64
Brown Swiss,10,626.7,early,1,12.06,mixed,9.13,20.99,0.0,3.69,5.67,9.35,38.0,58,23.05,67.09,8.58,1,0,winter,0.67,none,26.07,1.24
Holstein,11,671.0,mid,6,21.86,green,4.48,10.99,0.77,3.83,7.33,8.58,38.43,66,21.11,45.46,7.67,1,0,winter,0.52,none,25.91,2.36
Buffalo,12,424.2,early,2,12.37,concentrate,6.37,17.68,1.89,4.94,6.19,9.97,37.71,63,21.8,48.57,7.31,1,0,winter,0.59,none,11.7,0.66
Brown Swiss,13,564.9,late,1,18.66,green,4.49,13.67,5.06,1.61,1.84,10.68,38.08,67,24.46,71.0,6.8,1,1,autumn,0.43,minor,12.8,0.94
Buffalo,14,415.4,early,1,12.92,concentrate,6.34,11.84,1.43,0.9,6.34,12.42,37.77,81,20.97,44.95,7.95,1,0,winter,0.58,none,13.6,1.15
Holstein,14,596.6,mid,5,27.68,dry,7.08,16.71,5.41,4.62,4.97,10.57,38.53,71,19.86,87.3,4.35,1,0,spring,0.38,minor,23.57,1.41
Brown Swiss,4,514.4,late,2,15.67,concentrate,6.79,13.9,3.12,5.46,5.02,11.79,39.33,55,33.61,59.26,5.04,1,0,winter,0.21,minor,10.7,0.77
Holstein,10,613.9,early,3,19.95,mixed,7.24,16.67,0.81,5.25,4.73,9.67,38.14,60,28.3,31.67,7.16,1,1,autumn,0.51,none,31.43,1.89
Buffalo,10,473.1,early,2,8.49,green,5.49,22.62,1.59,5.14,3.7,13.4,38.27,65,14.0,82.33,9.67,0,1,summer,0.21,minor,8.43,0.37
Brown Swiss,3,612.5,mid,3,19.91,mixed,5.96,26.64,3.13,0.91,7.45,10.78,39.0,69,27.52,20.05,9.21,1,0,spring,0.64,none,23.65,0.89
Brown Swiss,12,607.9,mid,1,20.84,mixed,7.23,26.23,2.9,0.37,4.15,11.2,39.26,57,38.44,63.51,7.84,1,0,spring,0.05,minor,11.63,0.44
Brown Swiss,11,669.1,early,3,24.23,mixed,7.51,23.85,0.0,5.53,3.72,9.28,39.42,79,27.96,74.57,8.96,1,1,winter,0.52,none,22.95,0.96
Holstein,2,606.4,mid,1,26.31,concentrate,3.68,18.55,2.22,3.23,6.28,11.44,39.83,59,26.68,64.3,7.34,1,0,autumn,0.53,none,22.13,1.19
Jersey,10,567.6,mid,3,20.61,green,5.7,18.88,1.59,1.22,4.44,6.45,38.73,40,30.33,72.31,10.0,1,0,autumn,0.36,minor,15.13,0.8
Holstein,3,540.3,late,5,22.39,mixed,5.19,23.65,5.22,3.29,4.77,11.8,38.16,42,8.43,58.53,8.76,1,1,summer,0.16,minor,16.95,0.72
Buffalo,3,498.2,mid,4,8.68,green,4.09,14.65,2.77,1.59,6.56,9.26,37.58,78,26.19,77.27,8.77,1,0,summer,0.46,minor,11.66,0.8
Jersey,10,603.2,late,4,18.81,mixed,4.8,16.51,1.06,4.32,5.24,11.76,38.0,62,28.75,77.17,4.11,1,0,spring,0.34,minor,17.0,1.03
Jersey,12,567.2,mid,2,20.82,concentrate,5.55,12.96,0.22,1.51,4.15,10.77,38.41,58,18.94,45.95,5.87,1,0,winter,0.49,minor,19.74,1.52
Holstein,13,656.0,early,1,29.58,green,6.19,21.52,2.19,3.1,5.69,10.09,38.78,58,21.17,46.51,6.27,1,0,summer,0.58,none,30.74,1.43
Buffalo,12,565.5,late,3,10.28,dry,5.02,18.79,0.0,1.5,4.41,15.81,38.9,75,20.17,67.24,3.48,1,0,summer,0.52,none,6.18,0.33
Jersey,3,583.5,early,6,19.53,mixed,5.54,24.05,4.39,3.47,4.48,8.93,38.69,69,23.79,52.14,7.71,0,1,autumn,0.46,minor,20.81,0.87
Holstein,4,571.3,early,6,28.48,dry,10.0,18.04,2.81,3.06,5.4,9.54,37.94,68,31.15,36.19,10.0,1,0,summer,0.48,minor,29.48,1.63
Jersey,5,646.9,early,2,17.25,concentrate,7.5,20.99,1.74,3.22,6.67,13.2,38.35,51,34.86,93.12,7.8,1,0,spring,0.04,minor,10.74,0.51
Jersey,6,600.2,late,2,17.68,dry,5.52,15.0,1.28,4.84,4.89,10.56,39.43,93,28.84,70.83,4.63,1,1,summer,0.4,minor,13.06,0.87
Brown Swiss,2,630.3,mid,2,23.8,dry,7.81,17.0,3.09,1.46,4.69,13.56,38.82,67,27.13,58.12,2.69,1,0,autumn,0.56,none,20.39,1.2
Brown Swiss,12,564.1,early,4,20.92,concentrate,6.6,20.69,1.9,5.63,6.26,10.48,38.35,59,16.25,34.1,8.99,1,0,autumn,0.59,none,25.87,1.25
Brown Swiss,14,551.2,mid,2,25.16,dry,6.41,12.27,2.19,2.84,5.63,9.32,38.69,74,17.09,46.13,8.68,0,0,spring,0.46,minor,17.89,1.46
Brown Swiss,11,537.1,late,5,18.35,mixed,7.27,15.69,3.01,0.43,4.54,11.93,39.08,73,31.12,52.55,3.59,1,0,winter,0.33,minor,16.74,1.07
Holstein,7,551.6,mid,2,23.42,concentrate,6.59,16.17,1.5,1.62,4.14,8.89,38.92,64,44.0,53.35,7.88,1,0,winter,0.0,minor,16.51,1.02
Holstein,2,548.9,late,6,27.19,concentrate,6.24,22.27,2.5,4.69,3.9,13.04,38.5,80,33.15,65.15,7.81,1,0,summer,0.28,minor,20.13,0.9
Holstein,10,519.1,mid,1,29.4,mixed,7.81,10.06,0.42,2.31,7.1,8.79,39.14,58,28.2,41.2,6.61,1,0,summer,0.53,none,26.42,2.63
Brown Swiss,11,522.6,late,4,19.29,mixed,5.81,19.43,0.57,0.0,3.76,7.74,37.76,69,23.41,62.84,8.06,0,0,spring,0.43,minor,14.5,0.75
Jersey,12,505.4,mid,6,17.69,green,8.24,16.5,0.58,1.67,7.27,12.45,38.99,74,27.79,66.7,7.1,1,0,summer,0.62,none,17.84,1.08
Jersey,4,690.8,mid,3,13.93,mixed,3.88,19.29,3.02,3.91,7.38,10.59,37.01,84,19.96,63.24,7.2,1,0,summer,0.56,none,19.24,1.0
Brown Swiss,9,729.3,mid,1,25.53,mixed,4.57,26.31,1.17,3.8,5.64,5.33,37.64,80,23.49,100.0,9.62,1,0,winter,0.27,minor,19.49,0.74
Holstein,6,585.7,late,2,28.61,mixed,5.29,13.25,0.04,6.82,5.02,7.71,39.1,60,21.09,100.0,4.34,1,0,spring,0.17,minor,13.83,1.04
Holstein,14,603.0,mid,2,24.06,dry,4.94,24.13,3.1,1.64,2.96,6.22,39.18,74,31.28,57.59,8.61,1,1,winter,0.3,minor,22.26,0.92
Jersey,11,579.7,mid,4,14.68,mixed,6.23,18.67,0.4,4.82,7.19,10.83,39.17,55,19.65,70.29,6.92,1,1,autumn,0.6,none,21.41,1.15
Brown Swiss,9,684.0,mid,3,21.67,concentrate,10.0,18.41,2.3,4.18,2.88,5.65,37.9,74,35.3,41.54,4.57,1,0,winter,0.16,minor,17.28,0.94
Buffalo,4,546.7,early,4,7.67,green,8.5,22.25,1.99,1.63,4.59,12.69,39.29,66,21.82,81.66,10.0,1,2,summer,0.56,none,11.76,0.53
Buffalo,2,518.5,late,5,7.09,dry,8.03,11.99,2.28,2.25,3.94,12.74,38.42,58,20.41,66.78,8.65,1,0,summer,0.58,none,9.47,0.79
Jersey,4,561.4,late,5,14.99,mixed,10.0,23.08,2.24,2.27,1.67,9.01,38.45,61,23.51,72.45,5.0,0,0,winter,0.47,minor,14.45,0.63
Brown Swiss,11,637.4,late,3,23.98,dry,7.13,20.33,3.48,4.22,4.6,11.87,37.49,58,24.42,70.95,6.35,0,0,winter,0.48,minor,16.22,0.8
Jersey,3,546.1,mid,1,21.91,dry,8.87,14.95,2.67,5.7,4.76,10.05,38.28,70,30.41,67.03,6.54,1,0,autumn,0.43,minor,15.9,1.06
Jersey,12,605.8,early,5,14.11,dry,4.41,19.93,3.27,0.0,2.34,8.43,38.89,66,20.5,74.79,7.25,1,0,autumn,0.42,minor,24.06,1.21
Buffalo,2,452.2,mid,2,12.65,green,5.28,17.59,3.22,2.11,4.81,11.2,39.14,49,25.42,59.38,5.86,1,1,summer,0.52,none,13.87,0.79
Holstein,3,606.9,early,4,22.87,dry,6.76,22.98,0.0,0.66,6.14,7.41,37.82,76,23.67,54.04,9.74,1,0,autumn,0.63,none,34.0,1.48
Holstein,9,584.4,mid,1,22.89,green,8.0,18.34,3.59,4.32,3.43,9.71,38.23,72,27.77,62.55,9.03,0,0,winter,0.46,minor,22.51,1.23
Buffalo,7,527.6,late,4,9.11,concentrate,7.17,21.94,0.37,4.58,3.39,7.46,37.77,71,25.78,53.71,7.92,1,0,summer,0.57,none,7.57,0.35
Buffalo,7,570.0,early,4,13.22,dry,5.52,18.55,0.9,0.29,5.19,8.97,38.49,40,19.65,59.1,3.97,1,0,summer,0.51,none,12.81,0.69
Holstein,9,555.4,early,3,24.45,concentrate,6.19,18.11,0.0,4.84,6.58,10.28,38.78,61,30.18,43.54,6.94,1,0,spring,0.43,minor,31.37,1.73
Brown Swiss,8,623.5,mid,3,29.44,mixed,10.0,23.03,0.32,7.64,3.61,9.37,37.72,63,24.68,76.6,10.0,1,1,spring,0.61,none,21.6,0.94
Holstein,12,598.3,mid,3,29.4,concentrate,6.12,23.87,0.0,0.0,6.24,9.07,38.34,54,18.49,72.71,6.96,0,1,autumn,0.48,minor,27.33,1.14
Brown Swiss,12,628.9,late,2,26.16,dry,5.44,18.95,0.7,0.69,4.33,9.24,38.02,77,20.41,41.36,4.63,1,0,winter,0.5,none,17.43,0.92
Holstein,9,650.9,mid,4,25.43,green,6.76,24.15,2.16,3.63,7.04,10.53,38.8,50,45.0,28.18,5.92,1,1,summer,0.0,minor,14.91,0.62
Brown Swiss,10,628.5,late,2,21.88,green,4.23,18.18,1.83,3.0,8.0,9.65,36.99,63,24.29,55.18,5.56,1,0,autumn,0.55,none,18.1,1.0
Brown Swiss,12,706.4,late,3,16.6,dry,7.35,30.85,2.14,0.0,5.05,10.96,39.04,79,34.15,57.38,5.68,1,0,autumn,0.29,minor,12.74,0.41
Holstein,8,628.1,mid,1,26.11,green,7.02,15.45,0.0,4.91,3.96,9.5,38.09,70,27.0,70.84,5.9,1,0,summer,0.52,none,27.2,1.76
Jersey,13,549.8,late,4,18.05,dry,5.97,19.9,0.6,0.23,3.76,8.78,38.47,57,12.15,10.0,7.25,1,0,summer,0.29,minor,16.05,0.81
Holstein,8,613.4,late,2,27.67,dry,9.81,16.52,0.3,5.72,5.75,11.75,38.11,67,18.68,59.9,6.3,1,1,spring,0.66,none,23.51,1.42
Jersey,12,576.3,late,3,14.86,mixed,5.54,21.15,2.73,3.06,4.96,10.18,38.03,49,28.42,90.6,8.21,1,0,autumn,0.29,minor,13.97,0.66
Jersey,12,651.7,late,4,15.23,mixed,8.7,14.95,1.98,0.0,5.09,12.37,39.23,75,24.53,82.23,7.86,1,0,winter,0.51,none,17.18,1.15
Brown Swiss,14,547.0,mid,2,18.74,concentrate,8.29,20.14,2.48,3.36,8.0,8.92,38.64,59,17.28,83.7,6.39,1,0,autumn,0.53,none,18.69,0.93
Buffalo,2,544.7,late,2,13.06,concentrate,7.79,14.83,0.55,4.13,4.36,9.23,38.37,73,35.84,80.54,7.02,1,0,autumn,0.02,minor,8.1,0.55
Brown Swiss,14,610.4,early,2,20.7,green,6.31,15.38,5.88,1.22,3.52,10.33,38.38,75,31.34,35.71,5.49,1,0,winter,0.29,minor,18.03,1.17
Buffalo,13,443.7,mid,3,10.43,mixed,7.26,16.59,0.45,2.35,5.77,9.99,37.68,60,22.16,56.59,6.74,1,0,winter,0.59,none,7.66,0.46
Holstein,7,687.4,mid,7,26.61,green,5.45,19.2,2.07,1.45,4.86,10.93,37.79,68,18.46,38.59,5.67,1,0,spring,0.53,none,28.11,1.46
Jersey,9,697.4,mid,2,17.72,green,6.99,13.18,1.93,3.9,3.71,10.91,37.46,65,33.05,55.63,5.04,0,0,autumn,0.11,minor,13.67,1.04
Buffalo,3,476.8,late,3,14.85,mixed,3.26,8.74,2.35,2.23,4.22,10.55,38.65,55,21.45,60.99,7.33,1,1,winter,0.43,minor,7.81,0.89
Buffalo,8,488.2,mid,5,9.77,green,9.7,17.12,3.06,4.84,4.18,12.75,38.6,64,17.71,51.97,3.47,1,0,winter,0.6,none,10.61,0.62
Jersey,12,635.2,late,3,21.07,mixed,6.97,17.16,1.58,4.28,8.0,12.33,38.65,69,27.85,58.19,8.51,1,0,spring,0.61,none,17.9,1.04
Brown Swiss,11,615.5,early,3,17.87,green,9.26,17.61,2.54,2.35,4.38,8.24,38.56,59,32.64,57.85,6.91,1,1,summer,0.33,minor,18.16,1.03
Brown Swiss,5,521.6,early,1,15.52,concentrate,4.2,18.62,0.0,3.56,4.36,9.61,38.1,55,22.08,71.44,6.41,1,0,autumn,0.48,minor,22.73,1.22
Brown Swiss,10,552.3,early,1,17.56,dry,6.56,14.78,2.64,5.74,5.94,10.26,39.47,48,18.33,50.71,9.84,1,0,summer,0.6,none,22.9,1.55
Brown Swiss,12,598.0,early,2,18.72,mixed,6.33,20.8,5.52,0.63,7.38,10.49,38.99,66,33.43,66.59,5.7,1,0,winter,0.29,minor,15.46,0.74
Holstein,8,604.9,mid,3,17.88,green,6.69,27.02,1.98,3.89,5.19,10.19,39.56,53,21.0,75.08,7.51,1,0,summer,0.57,none,29.62,1.1
Brown Swiss,11,564.4,late,1,21.41,dry,5.92,12.16,3.01,4.1,7.12,7.37,38.46,62,22.62,29.18,4.87,1,0,spring,0.53,none,18.94,1.56
Jersey,4,597.2,late,2,11.74,green,7.24,12.13,1.56,0.03,5.08,12.25,38.13,64,20.1,45.08,5.34,1,0,winter,0.55,none,14.71,1.21
Jersey,13,645.5,early,2,20.78,concentrate,4.94,15.51,4.03,3.72,5.59,11.2,38.44,50,26.51,59.64,5.28,1,1,winter,0.51,none,20.0,1.29
Brown Swiss,10,620.1,mid,4,25.26,mixed,3.6,22.22,2.64,5.4,5.46,14.68,38.39,75,21.85,69.84,8.36,1,0,autumn,0.56,none,16.22,0.73
Holstein,11,571.2,early,3,23.48,green,3.86,23.27,1.03,2.74,8.0,8.76,38.33,67,15.36,25.56,6.04,1,0,spring,0.49,minor,30.23,1.3
Brown Swiss,8,596.5,late,4,19.42,green,5.42,21.98,3.71,0.0,4.81,8.04,37.6,72,27.84,65.27,4.83,0,0,autumn,0.38,minor,16.31,0.74
Buffalo,12,552.5,early,3,9.77,mixed,6.69,17.75,0.66,3.81,6.3,10.79,38.29,66,22.82,57.63,4.62,1,0,spring,0.57,none,13.7,0.77
Jersey,3,552.1,early,2,17.97,green,6.59,15.14,6.44,1.94,5.49,12.58,39.27,75,22.45,56.96,2.65,1,1,spring,0.53,none,23.96,1.58
Brown Swiss,9,653.5,mid,3,22.41,dry,7.21,12.56,3.64,3.76,6.05,10.63,38.79,78,22.16,69.35,5.45,1,0,spring,0.56,none,20.82,1.66
Holstein,11,581.1,late,3,19.88,green,5.95,15.75,0.31,2.91,4.22,12.55,37.45,55,18.81,65.17,9.35,1,0,autumn,0.56,none,21.51,1.37
Jersey,6,625.4,late,4,18.36,green,3.79,9.75,0.0,2.91,4.54,11.09,38.38,74,30.23,53.55,4.99,1,0,spring,0.27,minor,9.65,0.99
